Fixed cost,Gross revenue,Location number,Month,Number of products,Owned,Profit,Rental cost,State,Variable cost
7679798.17,44007848.6,96,5,4490,False,14842019.96,418620.0,CA,21067410.47
8305787.01,55297684.0,96,6,4490,False,18013770.700000003,418620.0,CA,28559506.29
8322507.16,43052888.31,96,7,4490,False,11351943.780000005,418620.0,CA,22959817.37
7908537.61,47294743.11,96,8,4490,False,14447515.579999998,418620.0,CA,24520069.92
10686848.2,49026680.33,96,9,4490,False,11639121.569999997,418620.0,CA,26282090.56
8256252.76,40238431.73,96,10,4490,False,10856922.18,418620.0,CA,20706636.79
7680433.14,33758709.97,96,11,4490,False,8155025.629999999,418620.0,CA,17504631.2
9582556.41,55214336.68,96,12,4490,False,15142135.249999996,418620.0,CA,30071025.02
4640393.02,15965923.39,97,1,4310,False,3497783.750000001,93370.0,WA,7734376.62
4509977.24,17702841.51,97,2,4310,False,3594732.0200000014,93370.0,WA,9504762.25
4352203.39,14906123.05,97,3,4310,False,2682753.8600000003,93370.0,WA,7777795.8
3496220.0,9261017.813,97,4,4310,False,929328.4529999988,93370.0,WA,4742099.36
2979758.51,8151781.699,97,5,4310,False,1206955.3290000004,93370.0,WA,3871697.86
4800276.84,16274838.47,97,6,4310,False,3104365.0200000005,93370.0,WA,8276826.61
3673939.23,11090695.65,97,7,4310,False,1437250.3499999996,93370.0,WA,5886136.07
3424046.52,10940602.13,97,8,4310,False,1596213.2300000014,93370.0,WA,5826972.38
4721188.71,13888833.98,97,9,4310,False,2096663.3999999994,93370.0,WA,6977611.87
4005398.77,14549099.75,97,10,4310,False,3401475.8500000006,93370.0,WA,7048855.13
3854204.33,10920104.19,97,11,4310,False,1060148.2399999993,93370.0,WA,5912381.62
4514062.47,15912700.94,97,12,4310,False,3451726.1399999987,93370.0,WA,7853542.33
10595342.98,47493396.11,98,1,4403,False,8354318.649999995,436570.0,GA,28107164.48
11541416.23,50292344.02,98,2,4403,False,9431483.580000006,436570.0,GA,28882874.21
12393269.8,52798936.52,98,3,4403,False,9649755.919999998,436570.0,GA,30319340.8
9929954.07,31221403.87,98,4,4403,False,3824601.5500000007,436570.0,GA,17030278.25
8708995.23,42089585.83,98,5,4403,False,9285364.599999998,436570.0,GA,23658656.0
11900600.82,52366378.93,98,6,4403,False,10032164.469999999,436570.0,GA,29997043.64
9244424.33,42550726.73,98,7,4403,False,8655227.379999999,436570.0,GA,24214505.02
9434852.57,42245936.03,98,8,4403,False,9218899.0,436570.0,GA,23155614.46
11542380.81,45138709.12,98,9,4403,False,7542419.8299999945,436570.0,GA,25617338.48
10016077.52,40981412.43,98,10,4403,False,6662847.129999999,436570.0,GA,23865917.78
8609477.61,26985535.26,98,11,4403,False,1992404.8500000015,436570.0,GA,15947082.8
12430287.51,55398151.18,98,12,4403,False,8861438.240000002,436570.0,GA,33669855.43
4390527.63,28189347.84,99,1,4567,False,9372666.46,211930.0,CA,14214223.75
5729235.04,30674581.35,99,2,4567,False,9564161.360000003,211930.0,CA,15169254.95
5359934.64,36415622.92,99,3,4567,False,13373055.330000002,211930.0,CA,17470702.95
5489805.05,31696585.42,99,4,4567,False,10901336.250000002,211930.0,CA,15093514.12
5541565.47,27261132.23,99,5,4567,False,7767252.1000000015,211930.0,CA,13740384.66
6623390.2,37830089.69,99,6,4567,False,12871436.7,211930.0,CA,18123332.79
5277366.44,26866093.43,99,7,4567,False,8246211.429999998,211930.0,CA,13130585.56
5496267.74,26999244.54,99,8,4567,False,8369112.669999996,211930.0,CA,12921934.13
6275531.06,29128947.22,99,9,4567,False,9036698.48,211930.0,CA,13604787.68
5601944.28,26185464.73,99,10,4567,False,6702393.02,211930.0,CA,13669197.43
5702507.28,26031618.03,99,11,4567,False,7711845.619999999,211930.0,CA,12405335.13
6833355.32,28561877.37,99,12,4567,False,7459956.290000001,211930.0,CA,14056635.76
7077561.99,33792212.91,100,1,4528,False,9680488.839999994,257660.0,IL,16776502.08
6399768.11,31182458.91,100,2,4528,False,8623342.110000001,257660.0,IL,15901688.69
6942888.13,40949463.36,100,3,4528,False,12823730.719999995,257660.0,IL,20925184.51
6740335.1,33868012.21,100,4,4528,False,10002834.079999998,257660.0,IL,16867183.03
7346209.47,30449412.83,100,5,4528,False,7859896.6,257660.0,IL,14985646.76
8008208.77,38267487.86,100,6,4528,False,10099601.46,257660.0,IL,19902017.63
7331077.53,30276161.44,100,7,4528,False,7321549.210000001,257660.0,IL,15365874.7
6426115.82,23824769.97,100,8,4528,False,5280924.629999999,257660.0,IL,11860069.52
7446566.34,37709212.81,100,9,4528,False,11445556.980000004,257660.0,IL,18559429.49
6184330.35,30903034.99,100,10,4528,False,8909211.82,257660.0,IL,15551832.82
6120260.68,26325237.47,100,11,4528,False,6216225.1,257660.0,IL,13731091.69
7729955.32,32223027.28,100,12,4528,False,8122679.170000002,257660.0,IL,16112732.79
2055416.6,5496490.175,101,1,4186,False,261732.1549999998,131360.0,CA,3047981.42
2018545.44,7700128.682,101,2,4186,False,1801009.6220000004,131360.0,CA,3749213.62
2654651.21,8313356.211,101,3,4186,False,660482.801,131360.0,CA,4866862.2
2073242.92,7706065.021000001,101,4,4186,False,1016515.5310000004,131360.0,CA,4484946.57
2424089.63,6114094.198,101,5,4186,False,47485.617999999784,131360.0,CA,3511158.95
2755627.21,7980293.512999999,101,6,4186,False,666718.7629999993,131360.0,CA,4426587.54
2259154.64,6270351.12,101,7,4186,False,786963.0499999998,131360.0,CA,3092873.43
2491724.43,9108573.881000001,101,8,4186,False,1348631.9810000015,131360.0,CA,5136857.47
2759719.55,14739691.93,101,9,4186,False,4477230.829999999,131360.0,CA,7371381.55
2621757.43,9657526.451,101,10,4186,False,1870599.971,131360.0,CA,5033809.05
2606839.8,9328128.765,101,11,4186,False,1141304.3850000007,131360.0,CA,5448624.58
3916241.28,16821249.14,101,12,4186,False,4419894.900000001,131360.0,CA,8353752.96
5446600.24,19988513.46,102,1,4574,False,4587384.98,72340.0,IL,9882188.24
3724273.5,18908438.64,102,2,4574,False,5668910.9,72340.0,IL,9442914.24
5947146.84,21824504.04,102,3,4574,False,4454071.199999999,72340.0,IL,11350946.0
4791568.84,18280501.77,102,4,4574,False,4140793.33,72340.0,IL,9275799.6
4135430.74,19760781.69,102,5,4574,False,5858969.65,72340.0,IL,9694041.3
5058910.97,21446348.07,102,6,4574,False,5247265.590000002,72340.0,IL,11067831.51
4374947.63,18588335.56,102,7,4574,False,4724340.879999999,72340.0,IL,9416707.05
4036747.26,18836075.34,102,8,4574,False,5532148.699999999,72340.0,IL,9194839.38
5034491.29,22279200.4,102,9,4574,False,5372210.039999999,72340.0,IL,11800159.07
4516354.84,17433048.96,102,10,4574,False,3883149.6900000013,72340.0,IL,8961204.43
4924414.26,15009244.87,102,11,4574,False,2465245.5199999996,72340.0,IL,7547245.09
5241084.01,25482315.83,102,12,4574,False,7562980.07,72340.0,IL,12605911.75
5944048.1,27517209.19,105,1,4682,False,8200591.110000003,45910.0,TX,13326659.98
5816209.33,32528055.77,105,2,4682,False,10925192.249999998,45910.0,TX,15740744.19
8497781.48,37998222.16,105,3,4682,False,11084785.079999994,45910.0,TX,18369745.6
5151294.15,29885673.09,105,4,4682,False,10285792.289999997,45910.0,TX,14402676.65
5461181.1,35530408.95,105,5,4682,False,12961344.96,45910.0,TX,17061972.89
7280605.54,41711191.75,105,6,4682,False,14911043.0,45910.0,TX,19473633.21
5304876.64,27430437.67,105,7,4682,False,9111841.780000001,45910.0,TX,12967809.25
5476635.65,33103949.62,105,8,4682,False,12088733.11,45910.0,TX,15492670.86
7414732.53,37560664.98,105,9,4682,False,12991341.389999997,45910.0,TX,17108681.06
4673117.04,33132775.04,105,10,4682,False,12932465.51,45910.0,TX,15481282.49
6087871.21,33768052.39,105,11,4682,False,11279473.26,45910.0,TX,16354797.92
7229944.26,41569132.99,105,12,4682,False,13515655.540000003,45910.0,TX,20777623.19
3540495.16,13857313.37,106,1,4327,False,3143889.179999999,164010.0,TX,7008919.03
3649069.32,16978951.74,106,2,4327,False,4434013.1499999985,164010.0,TX,8731859.27
5089884.44,19612661.92,106,3,4327,False,4754319.24,164010.0,TX,9604448.24
3912190.9,16191790.28,106,4,4327,False,3953518.429999999,164010.0,TX,8162070.95
4319395.5,17524716.09,106,5,4327,False,3964285.959999999,164010.0,TX,9077024.63
4990368.9,17829728.39,106,6,4327,False,3282523.17,164010.0,TX,9392826.32
4176960.27,17239234.35,106,7,4327,False,4195416.890000002,164010.0,TX,8702847.19
3969169.3,14107714.2,106,8,4327,False,2882163.2699999986,164010.0,TX,7092371.63
4533476.27,15184846.94,106,9,4327,False,2866356.2699999996,164010.0,TX,7621004.4
3481485.78,12716498.6,106,10,4327,False,2384343.1900000004,164010.0,TX,6686659.63
3316396.92,15256073.74,106,11,4327,False,4064075.24,164010.0,TX,7711591.58
5287939.22,21133215.98,106,12,4327,False,4761211.380000001,164010.0,TX,10920055.38
5320473.54,16972956.39,108,1,4435,False,810814.4200000018,241590.0,NJ,10600078.43
5756459.99,21193519.78,108,2,4435,False,3695279.9800000004,241590.0,NJ,11500189.81
5978440.23,33611989.28,108,3,4435,False,8888124.879999999,241590.0,NJ,18503834.17
4807960.23,20576990.24,108,4,4435,False,4485147.429999998,241590.0,NJ,11042292.58
4294893.09,22055112.82,108,5,4435,False,4912466.32,241590.0,NJ,12606163.41
5975087.37,27518623.01,108,6,4435,False,6557731.130000001,241590.0,NJ,14744214.51
4619394.07,15934393.18,108,7,4435,False,2662641.9399999995,241590.0,NJ,8410767.17
4450782.81,21582697.02,108,8,4435,False,5446580.210000001,241590.0,NJ,11443744.0
5812238.95,22357106.87,108,9,4435,False,4755086.670000002,241590.0,NJ,11548191.25
4136424.16,16816347.51,108,10,4435,False,3441980.2200000007,241590.0,NJ,8996353.13
3980227.26,16099863.94,108,11,4435,False,2634873.26,241590.0,NJ,9243173.42
5299873.69,25134476.62,108,12,4435,False,5194682.0600000005,241590.0,NJ,14398330.87
7242051.16,39562214.13,109,1,4578,False,12301710.980000004,136020.0,TX,19882431.99
6811289.79,41492099.89,109,2,4578,False,13401802.780000001,136020.0,TX,21142987.32
8436193.88,41129983.98,109,3,4578,False,12224560.149999995,136020.0,TX,20333209.95
6222638.44,33619913.79,109,4,4578,False,10215734.819999997,136020.0,TX,17045520.53
5778689.24,34174527.37,109,5,4578,False,10358603.599999994,136020.0,TX,17901214.53
7150519.29,38515485.92,109,6,4578,False,12180238.390000004,136020.0,TX,19048708.24
6360700.21,28729782.18,109,7,4578,False,7438834.52,136020.0,TX,14794227.45
5989854.86,35773850.61,109,8,4578,False,11431705.190000001,136020.0,TX,18216270.56
6935275.55,35843588.43,109,9,4578,False,10871977.239999998,136020.0,TX,17900315.64
6469133.93,22959730.44,109,10,4578,False,4485378.190000001,136020.0,TX,11869198.32
5527581.67,27809608.29,109,11,4578,False,7702194.2399999965,136020.0,TX,14443812.38
7149100.81,30178134.05,109,12,4578,False,7518704.460000003,136020.0,TX,15374308.78
3437685.45,9898314.241,110,1,4149,False,746179.7810000004,164650.0,IL,5549799.01
3359824.44,11681471.28,110,2,4149,False,1520224.3499999996,164650.0,IL,6636772.49
4271803.06,14425074.29,110,3,4149,False,1891202.4900000002,164650.0,IL,8097418.74
4326698.02,13219723.33,110,4,4149,False,2098213.4700000007,164650.0,IL,6630161.84
3905511.84,12184613.17,110,5,4149,False,972806.5999999996,164650.0,IL,7141644.73
4657215.55,13789338.44,110,6,4149,False,1499767.7600000007,164650.0,IL,7467705.13
3389855.01,11095624.17,110,7,4149,False,1990197.2400000002,164650.0,IL,5550921.92
2741486.96,12995965.48,110,8,4149,False,2755833.8199999994,164650.0,IL,7333994.7
4439932.8,16416036.43,110,9,4149,False,1856922.3999999985,164650.0,IL,9954531.23
4445379.03,12896426.62,110,10,4149,False,448279.3700000001,164650.0,IL,7838118.22
3250365.19,15174946.05,110,11,4149,False,2027575.5900000017,164650.0,IL,9732355.27
4867232.81,15332912.27,110,12,4149,False,715708.540000001,164650.0,IL,9585320.92
4219674.48,15512308.64,111,1,4300,False,2506517.710000001,86680.0,GA,8699436.45
4243516.42,13263898.28,111,2,4300,False,1164167.4099999992,86680.0,GA,7769534.45
5424442.12,15767511.94,111,3,4300,False,504230.7599999998,86680.0,GA,9752159.06
4855066.29,15658165.21,111,4,4300,False,1246661.5300000012,86680.0,GA,9469757.39
3991412.9,14087237.89,111,5,4300,False,2215939.51,86680.0,GA,7793205.48
5498775.61,10215195.6,111,6,4300,False,-2275021.8000000007,86680.0,GA,6904761.79
3870604.77,12398032.62,111,7,4300,False,1217422.6599999992,86680.0,GA,7223325.19
3915186.23,17644397.05,111,8,4300,False,2294593.6899999995,86680.0,GA,11347937.13
3441327.56,14550345.71,111,9,4300,False,2066622.6799999997,86680.0,GA,8955715.47
3648886.61,13275322.82,111,10,4300,False,898394.1700000018,86680.0,GA,8641362.04
5612055.26,14774080.33,111,11,4300,False,263860.4299999997,86680.0,GA,8811484.64
5729902.34,23037270.72,111,12,4300,False,3792356.719999999,86680.0,GA,13428331.66
3676500.8,11990859.86,112,1,4327,False,1233855.3599999994,82140.0,GA,6998363.7
4046679.08,13415603.08,112,2,4327,False,583572.7799999993,82140.0,GA,8703211.22
4782933.16,18665045.16,112,3,4327,False,2371074.51,82140.0,GA,11428897.49
3873807.42,11938949.63,112,4,4327,False,1129773.4500000011,82140.0,GA,6853228.76
3827209.14,11524589.45,112,5,4327,False,1247602.9399999985,82140.0,GA,6367637.37
5262616.46,14327079.41,112,6,4327,False,1132959.589999999,82140.0,GA,7849363.36
4711647.62,15566564.07,112,7,4327,False,1920315.0099999998,82140.0,GA,8852461.44
4536896.91,13095290.85,112,8,4327,False,1228612.4899999993,82140.0,GA,7247641.45
4593388.5,14578127.69,112,9,4327,False,1831470.5299999993,82140.0,GA,8071128.66
4181467.96,12660077.2,112,10,4327,False,1159572.1599999983,82140.0,GA,7236897.08
4950958.46,15097274.2,112,11,4327,False,606845.8299999982,82140.0,GA,9457329.91
3870263.33,17772520.23,112,12,4327,False,3435962.5199999996,82140.0,GA,10384154.38
7160859.03,38219272.47,113,1,4526,False,9684532.669999998,292630.0,CA,21081250.77
7743792.03,38299978.19,113,2,4526,False,10763741.099999998,292630.0,CA,19499815.06
9160014.82,53953656.71,113,3,4526,False,15707796.010000002,292630.0,CA,28793215.88
7774036.16,39125781.86,113,4,4526,False,10067762.599999998,292630.0,CA,20991353.1
7576731.65,46798366.46,113,5,4526,False,14548002.030000001,292630.0,CA,24381002.78
10072093.71,51632842.2,113,6,4526,False,14797222.21,292630.0,CA,26470896.28
7204085.59,43413921.72,113,7,4526,False,12995076.219999995,292630.0,CA,22922129.91
7612363.35,41041330.59,113,8,4526,False,11356692.430000003,292630.0,CA,21779644.81
9221830.57,53285147.04,113,9,4526,False,16357005.469999999,292630.0,CA,27413681.0
8155614.12,44078105.71,113,10,4526,False,12097628.560000002,292630.0,CA,23532233.03
6970202.88,34643312.36,113,11,4526,False,7266144.5,292630.0,CA,20114334.98
8344417.14,47310427.84,113,12,4526,False,11974379.820000004,292630.0,CA,26699000.88
5997657.92,27982724.73,114,1,4643,False,7355002.150000002,73940.0,WA,14556124.66
5621027.03,25604239.94,114,2,4643,False,5896153.640000001,73940.0,WA,14013119.27
5745894.19,24873952.44,114,3,4643,False,6676990.5600000005,73940.0,WA,12377127.69
5429283.24,21744074.0,114,4,4643,False,6808147.4,73940.0,WA,9432703.36
5317242.9,36177096.95,114,5,4643,False,16726261.560000002,73940.0,WA,14059652.49
7145471.76,31647336.01,114,6,4643,False,11895746.73,73940.0,WA,12532177.52
5305505.68,23489133.15,114,7,4643,False,8316488.459999999,73940.0,WA,9793199.01
5249030.95,26003554.42,114,8,4643,False,9438356.090000002,73940.0,WA,11242227.38
5932893.16,27620873.64,114,9,4643,False,8346435.48,73940.0,WA,13267605.0
5521963.79,20170587.08,114,10,4643,False,4270154.4399999995,73940.0,WA,10304528.85
5577887.3,27519716.02,114,11,4643,False,8870310.879999999,73940.0,WA,12997577.84
6134430.96,26090207.3,114,12,4643,False,7623962.1899999995,73940.0,WA,12257874.15
10435105.71,35920888.61,115,1,4242,False,6062435.189999998,582250.0,TX,18841097.71
6234112.63,30150362.19,115,2,4242,False,7506291.190000003,582250.0,TX,15827708.37
8483965.16,34051893.49,115,3,4242,False,7260256.32,582250.0,TX,17725422.01
7981974.46,19532981.56,115,4,4242,False,852714.7099999972,582250.0,TX,10116042.39
8342687.13,32712941.48,115,5,4242,False,7158855.940000001,582250.0,TX,16629148.41
10035154.79,50174720.54,115,6,4242,False,13956491.309999999,582250.0,TX,25600824.44
10372347.01,37546002.93,115,7,4242,False,8010514.75,582250.0,TX,18580891.17
9235746.92,42306899.83,115,8,4242,False,12299988.069999997,582250.0,TX,20188914.84
11060233.95,53132114.72,115,9,4242,False,14697275.509999994,582250.0,TX,26792355.26
10552641.34,38098591.89,115,10,4242,False,8499637.720000003,582250.0,TX,18464062.83
12270375.65,39471002.23,115,11,4242,False,6665358.169999998,582250.0,TX,19953018.41
9930143.42,49583430.41,115,12,4242,False,14919393.509999994,582250.0,TX,24151643.48
6496584.32,33693258.43,116,1,4554,False,9642777.739999998,222960.0,CA,17330936.37
5519297.69,31946615.89,116,2,4554,False,9786154.03,222960.0,CA,16418204.17
7506964.37,42765050.05,116,3,4554,False,11901133.25,222960.0,CA,23133992.43
5746083.47,34448951.22,116,4,4554,False,12253345.25,222960.0,CA,16226562.5
6290126.32,40559243.62,116,5,4554,False,13566561.329999998,222960.0,CA,20479595.97
7747590.2,42121637.5,116,6,4554,False,12004310.939999998,222960.0,CA,22146776.36
7106980.61,35614958.37,116,7,4554,False,9875716.809999999,222960.0,CA,18409300.95
5985612.73,36161232.09,116,8,4554,False,11016151.310000002,222960.0,CA,18936508.05
7759642.6,40381415.16,116,9,4554,False,12480491.209999993,222960.0,CA,19918321.35
6697974.05,32084722.06,116,10,4554,False,7263408.979999997,222960.0,CA,17900379.03
5721069.5,25576290.23,116,11,4554,False,6208561.91,222960.0,CA,13423698.82
6993029.75,37410938.76,116,12,4554,False,11121369.419999998,222960.0,CA,19073579.59
9674175.81,50576257.26,117,1,4689,False,17121354.319999997,185460.0,CA,23595267.13
10394454.34,54261640.16,117,2,4689,False,16121527.609999992,185460.0,CA,27560198.21
10995486.44,68918725.36,117,3,4689,False,22999524.440000005,185460.0,CA,34738254.48
9648926.52,55118003.32,117,4,4689,False,20338394.699999996,185460.0,CA,24945222.1
7786485.88,49921714.67,117,5,4689,False,20467475.59,185460.0,CA,21482293.2
12009972.79,63939666.04,117,6,4689,False,22562923.34,185460.0,CA,29181309.91
8352326.22,47852533.92,117,7,4689,False,17930553.590000004,185460.0,CA,21384194.11
9457787.63,45524628.83,117,8,4689,False,13292682.789999995,185460.0,CA,22588698.41
10305094.63,48902282.03,117,9,4689,False,15196273.739999998,185460.0,CA,23215453.66
9098408.55,66011664.49,117,10,4689,False,22835949.11,185460.0,CA,33891846.83
9793148.31,37123455.56,117,11,4689,False,8399085.239999998,185460.0,CA,18745762.01
9502850.67,52265701.05,117,12,4689,False,15388467.699999996,185460.0,CA,27188922.68
12910828.3,65387618.8,118,1,4726,False,20308612.28,309640.0,TX,31858538.22
11617454.07,78519856.34,118,2,4726,False,28783829.290000007,309640.0,TX,37808932.98
13335458.05,88619183.75,118,3,4726,False,30090862.61,309640.0,TX,44883223.09
10752020.58,74465441.76,118,4,4726,False,28514564.27000001,309640.0,TX,34889216.91
11926328.88,81899861.45,118,5,4726,False,30301966.81000001,309640.0,TX,39361925.76
13955146.06,99776336.45,118,6,4726,False,38661216.96,309640.0,TX,46850333.43
11761135.25,86205350.24,118,7,4726,False,35559537.64999999,309640.0,TX,38575037.34
12124731.41,81067688.77,118,8,4726,False,30677804.04,309640.0,TX,37955513.32
13791881.78,89903065.22,118,9,4726,False,32291075.739999995,309640.0,TX,43510467.7
12141029.98,64922845.16,118,10,4726,False,20635321.05999999,309640.0,TX,31836854.12
11970220.29,70328373.34,118,11,4726,False,24815334.980000004,309640.0,TX,33233178.07
13621217.22,84908274.73,118,12,4726,False,28663353.180000007,309640.0,TX,42314064.33
5063231.54,23230189.22,120,1,4361,False,5319262.949999999,218700.0,TX,12628994.73
4728491.71,22839614.06,120,2,4361,False,6519213.739999998,218700.0,TX,11373208.61
5636428.16,24864380.66,120,3,4361,False,4683537.27,218700.0,TX,14325715.23
4422494.34,23225670.07,120,4,4361,False,7786705.460000001,218700.0,TX,10797770.27
4161088.26,20783838.09,120,5,4361,False,4918238.07,218700.0,TX,11485811.76
5522155.65,26615505.93,120,6,4361,False,6933057.1000000015,218700.0,TX,13941593.18
4527119.91,16922172.32,120,7,4361,False,3735920.59,218700.0,TX,8440431.82
4138919.9,17072716.81,120,8,4361,False,2532611.0599999987,218700.0,TX,10182485.85
5070434.34,22232508.51,120,9,4361,False,4968707.6000000015,218700.0,TX,11974666.57
4475073.3,21244126.68,120,10,4361,False,5367114.93,218700.0,TX,11183238.45
4547949.13,20970951.34,120,11,4361,False,4736164.020000001,218700.0,TX,11468138.19
5614288.68,28550551.15,120,12,4361,False,7566625.409999998,218700.0,TX,15150937.06
4416483.06,19835139.1,121,1,4655,False,4303282.540000003,44550.0,GA,11070823.5
4184487.06,21251283.78,121,2,4655,False,5963337.200000003,44550.0,GA,11058909.52
4913931.12,26108340.99,121,3,4655,False,7331082.2399999965,44550.0,GA,13818777.63
4427941.46,21063824.73,121,4,4655,False,6249025.699999999,44550.0,GA,10342307.57
4157337.15,19047473.6,121,5,4655,False,5183594.280000001,44550.0,GA,9661992.17
4736962.01,19794225.63,121,6,4655,False,6123837.3999999985,44550.0,GA,8888876.22
4361051.06,19397418.37,121,7,4655,False,4065585.2600000016,44550.0,GA,10926232.05
4701170.0,17203767.77,121,8,4655,False,3563019.0299999993,44550.0,GA,8895028.74
5183232.1,24646521.58,121,9,4655,False,6144486.249999996,44550.0,GA,13274253.23
4800863.66,20387637.14,121,10,4655,False,4618412.57,44550.0,GA,10923810.91
3955050.96,15151469.43,121,11,4655,False,3148772.3199999984,44550.0,GA,8003096.15
4899933.75,22563527.62,121,12,4655,False,6471163.920000002,44550.0,GA,11147879.95
5675150.26,29934258.8,122,1,4560,False,8801253.86,226100.0,IL,15231754.68
5184444.84,34760340.32,122,2,4560,False,11298066.54,226100.0,IL,18051728.94
6524273.67,28178859.28,122,3,4560,False,7710274.66,226100.0,IL,13718210.95
4831946.23,28015485.11,122,4,4560,False,9143002.35,226100.0,IL,13814436.53
5287883.54,25723131.66,122,5,4560,False,7964739.760000002,226100.0,IL,12244408.36
6940485.9,32371100.39,122,6,4560,False,9254295.500000002,226100.0,IL,15950218.99
5063427.23,25729766.87,122,7,4560,False,7179442.710000001,226100.0,IL,13260796.93
5243022.47,35652386.54,122,8,4560,False,11336657.370000001,226100.0,IL,18846606.7
7148007.14,38091365.44,122,9,4560,False,10753404.189999998,226100.0,IL,19963854.11
6109483.54,27086404.78,122,10,4560,False,5795333.140000002,226100.0,IL,14955488.1
6080098.01,35262770.28,122,11,4560,False,10512560.300000004,226100.0,IL,18444011.97
6240325.74,37240628.44,122,12,4560,False,10658166.369999997,226100.0,IL,20116036.33
9459975.32,37446579.86,123,1,4423,False,6393431.68,437950.0,TX,21155222.86
9672744.55,49375309.42,123,2,4423,False,13716809.440000005,437950.0,TX,25547805.43
10603899.42,54470440.31,123,3,4423,False,15386219.740000002,437950.0,TX,28042371.15
8775774.92,51844049.12,123,4,4423,False,15467931.929999996,437950.0,TX,27162392.27
10454309.22,52571119.95,123,5,4423,False,15145944.710000005,437950.0,TX,26532916.02
13632890.76,65249233.91,123,6,4423,False,17840263.79,437950.0,TX,33338129.36
10359946.5,40975056.26,123,7,4423,False,9623050.139999997,437950.0,TX,20554109.62
10504271.63,62873983.34,123,8,4423,False,19858603.89,437950.0,TX,32073157.82
11398990.51,56550649.68,123,9,4423,False,12550471.39,437950.0,TX,32163237.78
10696245.62,51069766.48,123,10,4423,False,13309725.129999999,437950.0,TX,26625845.73
10572034.15,50563693.94,123,11,4423,False,12455882.64,437950.0,TX,27097827.15
11320361.03,67345800.59,123,12,4423,False,19595642.830000006,437950.0,TX,35991846.73
9316216.96,45504526.44,124,1,4431,False,8495303.439999998,320770.0,NJ,27372236.04
9702588.75,47246858.35,124,2,4431,False,10236369.73,320770.0,NJ,26987129.87
12204266.55,59104152.75,124,3,4431,False,9246333.220000006,320770.0,NJ,37332782.98
9599936.37,45295091.7,124,4,4431,False,7877302.470000006,320770.0,NJ,27497082.86
9792430.38,41539657.31,124,5,4431,False,8009415.120000001,320770.0,NJ,23417041.81
12502974.64,48061758.14,124,6,4431,False,7381010.199999999,320770.0,NJ,27857003.3
11314160.69,42625783.29,124,7,4431,False,7880638.170000002,320770.0,NJ,23110214.43
12102482.93,42097472.54,124,8,4431,False,6333209.169999998,320770.0,NJ,23341010.44
17169445.06,63938542.92,124,9,4431,False,10163100.979999997,320770.0,NJ,36285226.88
11029252.75,46074793.7,124,10,4431,False,7832654.310000002,320770.0,NJ,26892116.64
10056208.52,38583725.97,124,11,4431,False,6012403.57,320770.0,NJ,22194343.88
13415695.41,50969003.6,124,12,4431,False,8357984.759999998,320770.0,NJ,28874553.43
1635675.95,10371011.53,125,1,4422,False,3008634.41,89150.0,CA,5637551.17
2040615.87,12257494.71,125,2,4422,False,3843731.9799999995,89150.0,CA,6283996.86
3100542.79,15466922.55,125,3,4422,False,4030443.7700000014,89150.0,CA,8246785.99
2724639.89,9515291.524,125,4,4422,False,1414946.6439999994,89150.0,CA,5286554.99
2333246.97,10894551.43,125,5,4422,False,2668303.7299999986,89150.0,CA,5803850.73
2664846.46,12822048.84,125,6,4422,False,3076075.119999999,89150.0,CA,6991977.26
2583467.87,12211751.27,125,7,4422,False,2972897.249999998,89150.0,CA,6566236.15
2528339.7,11672362.55,125,8,4422,False,2981181.4000000013,89150.0,CA,6073691.45
2888294.8,8752369.172,125,9,4422,False,807804.9620000003,89150.0,CA,4967119.41
2148795.32,9957074.072,125,10,4422,False,2371095.562,89150.0,CA,5348033.19
2204148.35,6385204.851,125,11,4422,False,908375.5109999995,89150.0,CA,3183530.99
2612316.22,16914842.81,125,12,4422,False,5338655.499999998,89150.0,CA,8874721.09
4252918.53,12710006.97,126,1,4218,False,471847.32000000123,116150.0,NJ,7869091.12
4061780.38,17579642.65,126,2,4218,False,3321789.379999999,116150.0,NJ,10079922.89
4333086.82,11002054.84,126,3,4218,False,17136.709999999963,116150.0,NJ,6535681.31
4070250.72,12244239.94,126,4,4218,False,1107711.5499999989,116150.0,NJ,6950127.67
3699816.59,8147308.214,126,5,4218,False,-217259.90600000042,116150.0,NJ,4548601.53
3912903.89,13120822.82,126,6,4218,False,1697354.4499999993,116150.0,NJ,7394414.48
3259059.71,9904414.355,126,7,4218,False,156937.93500000052,116150.0,NJ,6372266.71
3423698.31,10381377.07,126,8,4218,False,569285.8799999999,116150.0,NJ,6272242.88
4458200.53,10696907.98,126,9,4218,False,-314193.79000000004,116150.0,NJ,6436751.24
3773869.94,10011001.32,126,10,4218,False,93684.29000000097,116150.0,NJ,6027297.09
3473206.3,12687292.6,126,11,4218,False,1861369.3500000006,116150.0,NJ,7236566.95
5483200.22,16286150.67,126,12,4218,False,1154951.9499999993,116150.0,NJ,9531848.5
8274490.73,27757692.12,127,1,4566,False,5862665.960000001,300150.0,NJ,13320385.43
7062740.33,35210103.82,127,2,4566,False,9997010.39,300150.0,NJ,17850203.1
8851817.36,44015549.03,127,3,4566,False,11695079.130000003,300150.0,NJ,23168502.54
7204167.89,27818749.75,127,4,4566,False,5907033.52,300150.0,NJ,14407398.34
